transaction_id,date_key,site_key,product_key,department,units_processed,target_units,defects,downtime_minutes,labour_hours,on_time_flag,cost_gbp,revenue_gbp,variance_units,defect_rate,productivity_units_per_hour,gross_margin_gbp
TXN-00789,20250411,2,2,Quality,151,133,2,4,9.72,1,888.99,1648.78,18,0.013245033112582781,15.534979423868311,759.79
TXN-00790,20260418,3,2,Packing,144,134,5,12,9.71,1,733.57,1231.01,10,0.034722222222222224,14.830072090628217,497.43999999999994
TXN-00791,20250728,3,4,Dispatch,101,97,1,10,8.14,1,609.22,1094.89,4,0.009900990099009901,12.407862407862407,485.6700000000001
TXN-00792,20251211,4,2,Quality,105,86,0,14,9.22,1,743.0,1018.79,19,0.0,11.388286334056398,275.78999999999996
TXN-00793,20260205,1,2,Packing,147,114,6,3,11.34,1,1039.63,1674.86,33,0.04081632653061224,12.962962962962964,635.2299999999998
TXN-00794,20250204,1,3,Dispatch,107,86,1,19,6.96,1,593.91,1038.63,21,0.009345794392523364,15.373563218390805,444.72000000000014
TXN-00795,20250125,4,4,Packing,70,73,2,16,5.27,1,448.3,659.14,-3,0.02857142857142857,13.282732447817837,210.83999999999997
TXN-00796,20250803,1,1,Packing,146,156,3,13,9.25,1,1057.35,1572.01,-10,0.02054794520547945,15.783783783783784,514.6600000000001
TXN-00797,20251128,4,1,Packing,166,175,3,12,12.19,1,951.6,1493.2,-9,0.018072289156626505,13.61771944216571,541.6
TXN-00798,20251218,4,2,Packing,68,77,2,5,5.07,0,398.04,703.71,-9,0.029411764705882353,13.41222879684418,305.67
TXN-00799,20260526,3,1,Dispatch,149,163,0,47,10.04,0,965.27,1271.49,-14,0.0,14.840637450199205,306.22
TXN-00801,20250330,1,1,Packing,110,89,2,21,8.81,1,847.95,1100.25,21,0.01818181818181818,12.485811577752553,252.29999999999995
TXN-00802,20260321,2,1,Packing,84,83,1,48,7.82,0,709.9,889.79,1,0.011904761904761904,10.741687979539641,179.89
TXN-00803,20260303,2,3,Dispatch,131,126,1,27,9.7,1,702.36,1426.79,5,0.007633587786259542,13.50515463917526,724.43
TXN-00804,20260512,3,4,Assembly,150,173,2,21,10.98,0,1103.25,1395.23,-23,0.013333333333333334,13.66120218579235,291.98
TXN-00805,20250719,4,1,Packing,118,124,3,0,6.69,1,718.57,1177.81,-6,0.025423728813559324,17.638266068759343,459.2399999999999
TXN-00806,20250729,1,4,Assembly,147,164,4,24,10.69,0,969.99,1346.97,-17,0.027210884353741496,13.751169317118803,376.98
TXN-00807,20251030,2,1,Dispatch,143,142,1,23,11.18,1,777.69,1543.46,1,0.006993006993006993,12.790697674418604,765.77
TXN-00808,20250119,4,4,Quality,100,115,2,6,9.44,0,683.25,1167.77,-15,0.02,10.593220338983052,484.52
TXN-00809,20260124,2,3,Assembly,180,170,5,54,14.38,0,1162.76,2026.11,10,0.027777777777777776,12.517385257301807,863.3499999999999
TXN-00810,20250820,1,3,Quality,132,149,1,14,10.65,0,973.62,1454.11,-17,0.007575757575757576,12.394366197183098,480.4899999999999
TXN-00811,20250417,1,3,Dispatch,138,123,3,14,10.03,1,988.85,1435.71,15,0.021739130434782608,13.758723828514457,446.86
TXN-00812,20250920,2,2,Packing,146,149,10,9,11.21,1,769.23,1778.28,-3,0.0684931506849315,13.02408563782337,1009.05
TXN-00813,20250531,2,2,Assembly,106,103,3,23,8.37,1,830.47,1318.6,3,0.02830188679245283,12.664277180406215,488.1299999999999
TXN-00814,20260201,2,2,Dispatch,100,92,2,21,6.55,1,685.58,1195.74,8,0.02,15.267175572519085,510.15999999999997
TXN-00815,20260502,2,1,Packing,112,137,3,5,8.25,0,639.55,1021.62,-25,0.026785714285714284,13.575757575757576,382.07000000000005
TXN-00816,20251222,1,1,Assembly,95,104,0,17,7.76,1,745.27,1164.83,-9,0.0,12.242268041237114,419.55999999999995
TXN-00817,20250125,1,3,Dispatch,130,117,2,13,10.47,1,811.87,1574.58,13,0.015384615384615385,12.416427889207258,762.7099999999999
TXN-00818,20250820,1,2,Packing,85,86,0,7,5.12,1,427.22,872.91,-1,0.0,16.6015625,445.68999999999994
TXN-00819,20250722,1,1,Quality,76,82,1,17,5.35,1,456.79,831.0,-6,0.013157894736842105,14.205607476635516,374.21
TXN-00820,20250426,3,1,Quality,173,133,3,6,14.52,1,848.01,2052.64,40,0.017341040462427744,11.914600550964188,1204.6299999999999
TXN-00821,20250426,2,3,Dispatch,143,169,6,64,10.19,0,1215.81,1249.65,-26,0.04195804195804196,14.033366045142298,33.840000000000146
TXN-00822,20250213,1,3,Packing,99,74,0,22,5.56,1,681.77,1122.46,25,0.0,17.805755395683455,440.69000000000005
TXN-00823,20250120,3,2,Dispatch,167,154,3,18,13.45,1,952.12,1925.51,13,0.017964071856287425,12.416356877323421,973.39
TXN-00825,20250812,4,3,Quality,184,173,2,1,13.24,1,1032.79,2113.22,11,0.010869565217391304,13.897280966767372,1080.4299999999998
TXN-00826,20251214,1,2,Packing,158,159,4,11,10.59,1,1189.96,1366.9,-1,0.02531645569620253,14.919735599622285,176.94000000000005
TXN-00827,20250211,2,3,Quality,116,135,3,21,10.83,0,623.77,1388.78,-19,0.02586206896551724,10.710987996306557,765.01
TXN-00828,20250706,3,1,Dispatch,114,118,2,12,6.92,1,591.89,1035.17,-4,0.017543859649122806,16.473988439306357,443.2800000000001
TXN-00829,20251206,3,1,Packing,75,85,2,15,6.29,0,436.06,886.53,-10,0.02666666666666667,11.92368839427663,450.46999999999997
TXN-00830,20251025,3,4,Dispatch,100,137,2,2,7.23,0,669.89,938.39,-37,0.02,13.831258644536652,268.5
TXN-00831,20250710,2,2,Packing,157,174,5,9,12.18,1,941.55,1474.16,-17,0.03184713375796178,12.889983579638752,532.6100000000001
TXN-00832,20250324,1,4,Assembly,96,113,2,13,6.44,0,677.03,1086.5,-17,0.020833333333333332,14.906832298136646,409.47
TXN-00833,20251225,4,2,Assembly,83,75,1,29,7.0,1,478.26,834.12,8,0.012048192771084338,11.857142857142858,355.86
TXN-00834,20251007,2,3,Packing,139,132,1,22,10.65,1,802.78,1302.19,7,0.007194244604316547,13.051643192488262,499.4100000000001
TXN-00835,20260528,3,3,Dispatch,107,152,1,10,8.51,0,625.99,1178.82,-45,0.009345794392523364,12.573443008225617,552.8299999999999
TXN-00836,20251122,4,2,Assembly,140,123,1,24,10.44,1,1000.41,1776.68,17,0.007142857142857143,13.409961685823756,776.2700000000001
TXN-00837,20260422,3,3,Packing,161,170,1,2,9.63,1,801.74,1395.49,-9,0.006211180124223602,16.71858774662513,593.75
TXN-00838,20260215,4,4,Packing,208,177,2,8,16.92,1,1191.74,2246.63,31,0.009615384615384616,12.293144208037823,1054.89
TXN-00839,20250315,1,2,Assembly,115,130,0,14,8.81,0,740.67,1311.03,-15,0.0,13.053348467650396,570.36
TXN-00840,20250420,1,2,Dispatch,133,146,5,6,9.7,1,806.46,1447.19,-13,0.03759398496240601,13.711340206185568,640.73
TXN-00841,20250520,3,4,Dispatch,106,92,0,25,8.12,1,589.85,1015.68,14,0.0,13.054187192118228,425.8299999999999
TXN-00842,20250103,3,4,Dispatch,103,97,3,15,9.08,1,691.18,1280.74,6,0.02912621359223301,11.343612334801762,589.5600000000001
TXN-00843,20250510,1,1,Packing,94,102,0,17,5.88,1,574.44,1083.93,-8,0.0,15.986394557823129,509.49
TXN-00844,20250610,2,1,Dispatch,134,150,4,5,9.34,0,875.24,1340.8,-16,0.029850746268656716,14.346895074946467,465.55999999999995
TXN-00845,20250511,1,2,Quality,80,74,1,11,5.22,1,493.23,939.65,6,0.0125,15.325670498084293,446.41999999999996
TXN-00846,20250608,2,1,Quality,100,88,2,10,7.86,1,544.27,1165.63,12,0.02,12.72264631043257,621.3600000000001
TXN-00847,20251125,3,1,Assembly,108,122,1,43,11.23,0,848.92,1029.42,-14,0.009259259259259259,9.617097061442564,180.5000000000001
TXN-00848,20250522,2,3,Quality,179,173,6,9,13.88,1,1118.56,1799.31,6,0.0335195530726257,12.896253602305475,680.75
TXN-00849,20250922,2,3,Dispatch,59,79,1,0,5.0,0,387.87,583.83,-20,0.01694915254237288,11.8,195.96000000000004
TXN-00850,20250823,1,3,Packing,154,135,1,7,9.87,1,901.17,1958.52,19,0.006493506493506494,15.602836879432626,1057.35
TXN-00851,20260208,4,1,Assembly,120,140,1,14,7.95,0,736.6,1075.48,-20,0.008333333333333333,15.09433962264151,338.88
TXN-00852,20260526,1,3,Quality,174,170,7,9,13.61,1,978.99,1788.98,4,0.040229885057471264,12.78471711976488,809.99
TXN-00853,20250913,1,3,Packing,116,122,2,13,9.6,1,729.16,1007.13,-6,0.017241379310344827,12.083333333333334,277.97
TXN-00854,20251001,3,2,Packing,81,104,3,33,7.34,0,523.32,765.14,-23,0.037037037037037035,11.035422343324251,241.81999999999994
TXN-00855,20260202,1,1,Packing,157,147,4,10,9.66,1,1063.1,1677.15,10,0.025477707006369428,16.252587991718425,614.0500000000002
TXN-00856,20250910,1,3,Assembly,68,77,1,23,4.85,0,482.06,752.09,-9,0.014705882352941176,14.020618556701033,270.03000000000003
TXN-00857,20260411,5,1,Assembly,144,152,5,16,10.24,1,923.52,1822.97,-8,0.034722222222222224,14.0625,899.45
TXN-00858,20260124,2,1,Packing,136,130,3,17,10.55,1,844.46,1231.11,6,0.022058823529411766,12.890995260663507,386.64999999999986
TXN-00859,20250329,4,2,Packing,199,167,2,18,15.23,1,1251.17,1990.95,32,0.010050251256281407,13.066316480630334,739.78
TXN-00860,20250808,4,4,Dispatch,114,104,8,14,9.61,1,804.62,1458.35,10,0.07017543859649122,11.86264308012487,653.7299999999999
TXN-00861,20251116,2,3,Assembly,115,131,3,15,9.9,0,699.98,1227.05,-16,0.02608695652173913,11.616161616161616,527.0699999999999
TXN-00862,20250623,1,3,Quality,115,125,0,3,10.15,1,714.37,1133.71,-10,0.0,11.330049261083744,419.34000000000003
TXN-00863,20250629,4,2,Dispatch,112,160,1,18,9.7,0,698.47,1147.17,-48,0.008928571428571428,11.546391752577321,448.70000000000005
TXN-00864,20250812,2,4,Quality,113,116,3,14,8.26,1,657.91,1063.48,-3,0.02654867256637168,13.68038740920097,405.57000000000005
TXN-00865,20250602,1,3,Dispatch,70,78,1,3,4.49,0,382.02,605.32,-8,0.014285714285714285,15.590200445434297,223.30000000000007
TXN-00866,20260305,1,3,Dispatch,72,72,0,4,6.96,1,403.38,835.17,0,0.0,10.344827586206897,431.78999999999996
TXN-00867,20260523,1,4,Dispatch,164,140,3,13,11.25,1,956.4,1928.61,24,0.018292682926829267,14.577777777777778,972.2099999999999
TXN-00868,20250220,1,2,Assembly,93,89,3,12,6.59,1,646.05,997.7,4,0.03225806451612903,14.112291350531107,351.6500000000001
TXN-00869,20260214,4,1,Quality,121,146,3,13,9.87,0,655.17,1107.2,-25,0.024793388429752067,12.25937183383992,452.0300000000001
TXN-00870,20251122,4,1,Quality,115,146,3,10,8.42,0,841.43,1250.75,-31,0.02608695652173913,13.657957244655583,409.32000000000005
TXN-00871,20250724,4,4,Quality,78,94,3,31,6.73,0,493.74,686.17,-16,0.038461538461538464,11.589895988112927,192.42999999999995
TXN-00872,20251118,3,2,Packing,176,157,4,38,14.01,0,1412.99,2180.91,19,0.022727272727272728,12.562455389007852,767.9199999999998
TXN-00873,20260207,2,3,Assembly,139,143,8,44,9.48,0,729.27,1758.12,-4,0.05755395683453238,14.662447257383965,1028.85
TXN-00874,20250304,1,3,Assembly,186,165,1,20,14.73,1,1015.58,2069.54,21,0.005376344086021506,12.627291242362524,1053.96
TXN-00875,20251003,1,2,Dispatch,112,93,1,32,9.71,1,719.27,1121.38,19,0.008928571428571428,11.534500514933058,402.1100000000001
TXN-00876,20250831,3,1,Quality,66,83,3,2,4.19,0,368.88,643.35,-17,0.045454545454545456,15.75178997613365,274.47
TXN-00877,20251027,4,3,Dispatch,58,74,0,10,3.42,0,368.14,654.84,-16,0.0,16.95906432748538,286.70000000000005
TXN-00878,20250621,2,1,Dispatch,165,148,5,5,11.37,1,1047.13,1435.75,17,0.030303030303030304,14.511873350923484,388.6199999999999
TXN-00879,20250129,2,1,Packing,165,137,3,8,12.66,1,1137.93,1502.45,28,0.01818181818181818,13.033175355450236,364.52
TXN-00880,20251030,4,4,Packing,116,141,5,6,8.5,0,753.44,1094.54,-25,0.04310344827586207,13.647058823529411,341.0999999999999
TXN-00881,20251209,1,4,Assembly,137,140,3,34,9.95,1,957.15,1343.24,-3,0.021897810218978103,13.768844221105528,386.09000000000003
TXN-00882,20260319,3,3,Quality,90,102,2,36,6.73,0,549.8,1068.54,-12,0.022222222222222223,13.372956909361069,518.74
TXN-00883,20250720,1,2,Assembly,103,86,1,18,9.47,1,733.84,1287.47,17,0.009708737864077669,10.876451953537487,553.63
TXN-00884,20250815,4,4,Packing,160,173,2,8,11.22,1,909.47,1884.95,-13,0.0125,14.260249554367201,975.48
TXN-00885,20260513,2,4,Dispatch,103,114,4,3,6.05,1,504.55,899.92,-11,0.038834951456310676,17.024793388429753,395.36999999999995
TXN-00886,20260118,1,2,Dispatch,162,146,3,1,12.15,1,973.44,1760.55,16,0.018518518518518517,13.333333333333332,787.1099999999999
TXN-00887,20250114,1,1,Quality,97,102,4,13,7.63,1,657.88,1188.39,-5,0.041237113402061855,12.7129750982962,530.5100000000001
TXN-00888,20251102,4,3,Assembly,153,147,3,20,12.68,1,1193.21,1418.98,6,0.0196078431372549,12.066246056782335,225.76999999999998
TXN-00889,20260120,3,3,Packing,112,103,2,2,7.17,1,780.13,1290.74,9,0.017857142857142856,15.620641562064156,510.61
TXN-00890,20260501,4,3,Dispatch,144,159,3,3,9.89,1,869.5,1363.26,-15,0.020833333333333332,14.560161779575328,493.76
TXN-00891,20251121,2,4,Packing,145,171,3,3,11.2,0,801.02,1364.47,-26,0.020689655172413793,12.946428571428573,563.45
TXN-00892,20251225,4,3,Packing,113,132,0,16,10.07,0,654.28,1032.57,-19,0.0,11.221449851042701,378.28999999999996
TXN-00893,20260323,3,1,Packing,178,176,1,9,12.01,1,921.67,2214.95,2,0.0056179775280898875,14.820982514571192,1293.2799999999997
TXN-00894,20250324,4,1,Dispatch,108,88,4,4,9.46,1,752.24,1055.19,20,0.037037037037037035,11.416490486257928,302.95000000000005
TXN-00895,20251006,2,1,Dispatch,89,119,2,46,8.56,0,549.85,854.14,-30,0.02247191011235955,10.397196261682243,304.28999999999996
TXN-00896,20250615,3,1,Assembly,96,91,3,28,7.71,1,739.32,960.91,5,0.03125,12.45136186770428,221.58999999999992
TXN-00897,20250915,4,2,Dispatch,177,163,4,16,15.37,1,1042.44,1928.7,14,0.022598870056497175,11.51594014313598,886.26
TXN-00898,20251209,3,3,Quality,85,79,3,15,6.9,1,598.64,977.15,6,0.03529411764705882,12.318840579710145,378.51
TXN-00899,20251209,1,2,Packing,156,173,3,35,12.43,0,1107.94,1475.04,-17,0.019230769230769232,12.55028157683025,367.0999999999999
TXN-00900,20250308,1,2,Dispatch,125,136,2,5,10.19,1,839.68,1560.35,-11,0.016,12.26692836113837,720.67
TXN-00901,20260226,1,3,Packing,97,92,4,29,6.23,1,750.19,922.63,5,0.041237113402061855,15.569823434991973,172.43999999999994
TXN-00902,20250126,4,3,Packing,150,176,2,0,12.12,0,945.04,1496.41,-26,0.013333333333333334,12.376237623762377,551.3700000000001
TXN-00903,20260217,4,3,Quality,132,119,0,6,8.93,1,659.1,1465.96,13,0.0,14.781634938409855,806.86
TXN-00904,20250416,1,1,Dispatch,72,80,0,9,3.73,1,441.36,669.86,-8,0.0,19.302949061662197,228.5
TXN-00906,20250604,2,3,Quality,109,105,1,4,9.57,1,584.09,1105.39,4,0.009174311926605505,11.389759665621733,521.3000000000001
TXN-00907,20250226,2,2,Assembly,167,164,3,33,13.84,1,886.8,1752.84,3,0.017964071856287425,12.066473988439306,866.04
TXN-00908,20250624,4,3,Quality,96,99,3,22,8.16,1,567.49,1094.82,-3,0.03125,11.76470588235294,527.3299999999999
TXN-00909,20251014,1,4,Packing,140,130,2,9,11.73,1,837.78,1271.73,10,0.014285714285714285,11.935208866155158,433.95000000000005
TXN-00910,20250524,1,4,Assembly,185,148,4,17,15.73,1,1420.74,2085.61,37,0.021621621621621623,11.760966306420851,664.8700000000001
TXN-00911,20260429,4,3,Dispatch,110,99,1,7,8.74,1,687.28,1401.18,11,0.00909090909090909,12.585812356979405,713.9000000000001
TXN-00912,20250629,2,4,Quality,118,95,2,17,7.55,1,768.98,1389.12,23,0.01694915254237288,15.629139072847682,620.1399999999999
TXN-00913,20250520,4,3,Assembly,106,88,1,22,9.33,1,615.01,1080.73,18,0.009433962264150943,11.361200428724544,465.72
TXN-00914,20250623,1,1,Packing,127,131,3,15,10.23,1,884.54,1491.54,-4,0.023622047244094488,12.41446725317693,607.0
TXN-00915,20250613,3,3,Dispatch,98,112,2,14,7.54,0,692.5,1018.63,-14,0.02040816326530612,12.9973474801061,326.13
TXN-00916,20260422,4,3,Packing,141,115,3,17,10.79,1,718.95,1534.97,26,0.02127659574468085,13.067655236329935,816.02
TXN-00917,20251217,4,2,Packing,124,106,0,4,8.81,1,643.88,1448.25,18,0.0,14.074914869466514,804.37
TXN-00918,20250304,3,2,Assembly,200,151,4,23,17.71,1,1108.73,1900.58,49,0.02,11.29305477131564,791.8499999999999
TXN-00919,20260310,1,3,Assembly,113,109,3,19,8.41,1,690.33,1395.73,4,0.02654867256637168,13.436385255648037,705.4
TXN-00920,20260529,4,3,Quality,137,148,1,8,11.33,1,1013.46,1563.3,-11,0.0072992700729927005,12.091791703442189,549.8399999999999
TXN-00921,20250103,4,3,Quality,108,110,2,13,7.73,1,549.49,1089.07,-2,0.018518518518518517,13.971539456662354,539.5799999999999
TXN-00922,20251115,1,2,Packing,126,119,2,3,8.98,1,697.47,1213.19,7,0.015873015873015872,14.031180400890868,515.72
TXN-00923,20250603,4,2,Quality,88,106,2,19,7.15,0,560.03,992.17,-18,0.022727272727272728,12.307692307692307,432.14
TXN-00924,20260511,2,1,Assembly,147,145,3,12,10.5,1,818.97,1715.17,2,0.02040816326530612,14.0,896.2
TXN-00925,20250215,1,4,Assembly,80,75,1,28,7.03,1,589.35,935.7,5,0.0125,11.379800853485063,346.35
TXN-00926,20250123,2,3,Packing,112,129,6,6,8.82,0,600.03,953.64,-17,0.05357142857142857,12.698412698412698,353.61
TXN-00927,20260105,4,1,Quality,156,164,4,12,12.75,1,1139.0,1572.64,-8,0.02564102564102564,12.235294117647058,433.6400000000001
TXN-00928,20250110,2,4,Quality,141,125,6,13,12.23,1,1030.68,1351.32,16,0.0425531914893617,11.529026982829109,320.6399999999999
TXN-00929,20260508,1,1,Dispatch,73,84,2,3,5.81,0,360.89,837.33,-11,0.0273972602739726,12.564543889845096,476.44000000000005
TXN-00930,20251230,4,3,Quality,142,159,1,14,10.71,0,943.5,1555.33,-17,0.007042253521126761,13.258636788048552,611.8299999999999
TXN-00931,20260506,2,3,Quality,90,94,3,24,5.52,1,577.92,948.23,-4,0.03333333333333333,16.304347826086957,370.31000000000006
TXN-00932,20260510,4,3,Assembly,124,98,3,32,10.39,1,886.58,1461.35,26,0.024193548387096774,11.934552454282963,574.7699999999999
TXN-00933,20251126,2,3,Dispatch,79,93,5,8,6.77,0,590.44,841.43,-14,0.06329113924050633,11.669128508124077,250.9899999999999
TXN-00934,20250506,3,3,Quality,111,124,2,10,9.64,0,736.44,1335.95,-13,0.018018018018018018,11.514522821576763,599.51
TXN-00935,20250203,2,2,Quality,83,80,3,9,4.89,1,529.78,872.51,3,0.03614457831325301,16.973415132924337,342.73
TXN-00936,20251126,4,3,Dispatch,135,128,6,48,10.95,0,1030.91,1657.68,7,0.044444444444444446,12.328767123287673,626.77
TXN-00937,20250318,4,1,Quality,96,113,1,14,6.04,0,611.62,1084.46,-17,0.010416666666666666,15.894039735099337,472.84000000000003
TXN-00938,20260409,2,2,Assembly,181,151,5,19,14.11,1,1296.33,1821.17,30,0.027624309392265192,12.827781715095677,524.8400000000001
TXN-00939,20250109,1,1,Assembly,162,159,5,21,14.59,1,1028.36,1442.84,3,0.030864197530864196,11.103495544893763,414.48
TXN-00940,20250827,4,4,Dispatch,78,83,2,17,4.87,1,439.91,996.48,-5,0.02564102564102564,16.01642710472279,556.5699999999999
TXN-00941,20260525,1,1,Quality,207,178,6,10,13.78,1,1347.33,2495.25,29,0.028985507246376812,15.021770682148041,1147.92
TXN-00942,20251218,4,4,Packing,140,123,6,6,10.31,1,700.65,1686.84,17,0.04285714285714286,13.579049466537342,986.1899999999999
TXN-00943,20260128,3,3,Assembly,156,148,1,11,11.51,1,1135.49,1993.28,8,0.00641025641025641,13.553431798436142,857.79
TXN-00944,20251223,3,4,Packing,103,85,1,40,8.21,0,713.28,1240.85,18,0.009708737864077669,12.545676004872107,527.5699999999999
TXN-00945,20260517,3,2,Packing,69,74,0,9,6.53,1,483.81,640.08,-5,0.0,10.566615620214394,156.27000000000004
TXN-00946,20250821,1,2,Dispatch,89,107,4,9,7.24,0,595.77,907.63,-18,0.0449438202247191,12.292817679558011,311.86
TXN-00947,20251029,3,4,Dispatch,117,105,2,2,8.52,1,589.31,1022.02,12,0.017094017094017096,13.732394366197184,432.71000000000004
TXN-00948,20250728,2,1,Assembly,79,73,4,29,6.01,1,536.91,683.19,6,0.05063291139240506,13.144758735440933,146.2800000000001
TXN-00949,20251206,4,4,Quality,83,85,0,1,7.42,1,585.86,962.11,-2,0.0,11.185983827493262,376.25
TXN-00950,20250924,2,2,Packing,129,131,3,30,8.41,1,762.69,1178.08,-2,0.023255813953488372,15.338882282996433,415.3899999999999
TXN-00951,20260309,2,2,Quality,181,155,5,5,14.35,1,1345.4,1817.09,26,0.027624309392265192,12.613240418118467,471.6899999999998
TXN-00952,20250917,2,3,Quality,78,72,2,44,6.53,0,619.3,997.16,6,0.02564102564102564,11.944869831546708,377.86
TXN-00953,20260430,2,3,Packing,215,160,5,3,15.63,1,1589.53,2115.0,55,0.023255813953488372,13.755598208573256,525.47
TXN-00954,20250807,1,3,Quality,141,168,2,17,8.64,0,941.74,1345.55,-27,0.014184397163120567,16.319444444444443,403.80999999999995
TXN-00955,20250330,4,3,Dispatch,94,94,2,4,8.6,1,662.71,842.37,0,0.02127659574468085,10.930232558139535,179.65999999999997
TXN-00956,20251226,1,1,Dispatch,195,157,0,3,13.31,1,1191.72,2388.92,38,0.0,14.650638617580766,1197.2
TXN-00957,20260316,1,1,Quality,170,146,2,5,12.99,1,1204.65,1824.69,24,0.011764705882352941,13.08698999230177,620.04
TXN-00958,20251029,4,2,Assembly,71,98,1,11,3.58,0,492.54,775.04,-27,0.014084507042253521,19.83240223463687,282.49999999999994
TXN-00959,20260119,3,1,Dispatch,72,70,1,7,5.17,1,445.07,851.55,2,0.013888888888888888,13.926499032882012,406.47999999999996
TXN-00960,20250830,1,3,Dispatch,143,172,2,8,9.44,0,1018.25,1243.35,-29,0.013986013986013986,15.148305084745763,225.0999999999999
TXN-00961,20250426,2,3,Assembly,152,135,7,17,12.95,1,860.94,1826.08,17,0.046052631578947366,11.737451737451739,965.1399999999999
TXN-00962,20251002,2,3,Assembly,131,173,5,14,11.44,0,790.78,1254.06,-42,0.03816793893129771,11.451048951048952,463.28
TXN-00963,20250115,2,3,Assembly,91,105,6,27,7.26,0,575.65,1120.34,-14,0.06593406593406594,12.534435261707989,544.6899999999999
TXN-00964,20250505,1,1,Dispatch,135,149,1,8,11.08,1,1028.78,1471.3,-14,0.007407407407407408,12.184115523465703,442.52
TXN-00965,20250624,2,4,Packing,117,114,1,4,8.8,1,709.14,1034.39,3,0.008547008547008548,13.295454545454545,325.2500000000001
TXN-00966,20250815,2,1,Packing,151,170,4,6,12.8,0,1153.6,1648.59,-19,0.026490066225165563,11.796875,494.99
TXN-00967,20250704,1,2,Assembly,77,84,0,34,6.81,1,625.8,781.65,-7,0.0,11.30690161527166,155.85000000000002
TXN-00968,20250106,2,1,Packing,171,159,4,8,13.62,1,956.74,1711.88,12,0.023391812865497075,12.555066079295155,755.1400000000001
TXN-00969,20251124,4,2,Assembly,170,149,7,32,14.8,1,874.05,1528.5,21,0.041176470588235294,11.486486486486486,654.45
TXN-00970,20250613,3,4,Assembly,123,129,1,25,8.68,1,762.83,1308.14,-6,0.008130081300813009,14.170506912442397,545.3100000000001
TXN-00971,20250207,4,3,Assembly,112,99,5,24,9.68,1,678.74,1325.2,13,0.044642857142857144,11.570247933884298,646.46
TXN-00972,20251220,1,3,Quality,127,132,3,18,7.54,1,737.77,1264.01,-5,0.023622047244094488,16.843501326259947,526.24
TXN-00973,20260316,1,4,Quality,126,123,5,10,8.01,1,925.4,1568.93,3,0.03968253968253968,15.730337078651687,643.5300000000001
TXN-00974,20250225,4,4,Dispatch,89,84,1,25,6.61,1,533.53,772.72,5,0.011235955056179775,13.46444780635401,239.19000000000005
TXN-00975,20250607,3,3,Dispatch,165,162,5,6,12.69,1,1211.54,1469.04,3,0.030303030303030304,13.002364066193854,257.5
TXN-00976,20260226,1,3,Assembly,68,76,1,20,4.01,0,500.87,811.65,-8,0.014705882352941176,16.957605985037407,310.78
TXN-00977,20250530,2,2,Dispatch,102,97,3,3,9.4,1,730.63,1169.71,5,0.029411764705882353,10.851063829787234,439.08000000000004
TXN-00978,20250412,3,2,Assembly,182,175,3,32,15.02,1,1050.5,1615.32,7,0.016483516483516484,12.11717709720373,564.8199999999999
TXN-00979,20260402,1,3,Assembly,112,112,4,12,7.74,1,815.24,1382.82,0,0.03571428571428571,14.470284237726098,567.5799999999999
TXN-00980,20251102,2,1,Assembly,88,95,0,14,7.47,1,587.14,768.93,-7,0.0,11.78045515394913,181.78999999999996
TXN-00981,20260321,4,4,Quality,163,169,4,3,12.43,1,811.38,1840.31,-6,0.024539877300613498,13.113435237329043,1028.9299999999998
TXN-00982,20250705,2,4,Dispatch,143,134,6,20,11.83,1,898.75,1739.98,9,0.04195804195804196,12.087912087912088,841.23
TXN-00983,20260421,1,2,Packing,73,70,6,2,5.96,1,498.47,925.58,3,0.0821917808219178,12.248322147651006,427.11
TXN-00984,20250520,4,2,Assembly,148,163,2,25,10.81,1,1162.72,1690.15,-15,0.013513513513513514,13.691026827012026,527.4300000000001
TXN-00985,20260413,4,2,Packing,178,160,5,29,12.94,1,934.59,2162.47,18,0.028089887640449437,13.75579598145286,1227.8799999999997
TXN-00986,20250511,1,3,Packing,101,105,4,4,6.53,1,601.51,971.36,-4,0.039603960396039604,15.467075038284838,369.85
TXN-00987,20260207,4,1,Dispatch,111,104,1,8,7.67,1,809.4,1134.66,7,0.009009009009009009,14.471968709256846,325.2600000000001
TXN-00989,20250108,4,4,Quality,77,71,0,40,6.18,0,583.21,907.49,6,0.0,12.459546925566343,324.28
TXN-00990,20251224,2,1,Packing,109,86,2,9,9.16,1,629.29,1288.91,23,0.01834862385321101,11.899563318777293,659.6200000000001
TXN-00991,20250327,1,4,Quality,114,113,1,13,9.49,1,876.43,1395.85,1,0.008771929824561403,12.012644889357217,519.42
TXN-00992,20250817,2,4,Quality,96,107,0,3,7.82,0,625.22,1036.14,-11,0.0,12.27621483375959,410.9200000000001
TXN-00993,20250911,3,1,Assembly,83,100,5,14,6.78,0,478.89,718.0,-17,0.060240963855421686,12.241887905604719,239.11
TXN-00994,20250424,3,3,Quality,93,95,1,5,6.66,1,627.32,999.54,-2,0.010752688172043012,13.963963963963964,372.2199999999999
TXN-00995,20251008,4,4,Assembly,64,79,2,24,6.55,0,419.31,680.91,-15,0.03125,9.770992366412214,261.59999999999997
TXN-00996,20250630,3,4,Dispatch,102,103,4,32,9.68,1,812.05,996.75,-1,0.0392156862745098,10.537190082644628,184.70000000000005
TXN-00997,20250407,4,1,Packing,81,86,2,10,6.95,1,455.83,938.73,-5,0.024691358024691357,11.654676258992806,482.90000000000003
