transaction_id,date,site,department,product_line,units_processed,target_units,defects,downtime_minutes,labour_hours,on_time_flag,cost_gbp,revenue_gbp,data_quality_flag
TXN-00508,2025-11-01,Manchester,Quality,Gamma,115,135,3,10,9.67,0,793.65,1305.05,OK
TXN-00509,2025-11-08,Sheffield,Assembly,Alpha,150,153,2,19,12.63,1,1146.0,1561.41,OK
TXN-00510,2025-01-12,Leeds,Packing,Gamma,122,142,0,31,9.83,0,637.38,1330.35,OK
TXN-00511,2025-01-08,Manchester,Assembly,Delta,154,160,2,17,11.77,1,1033.91,1551.57,OK
TXN-00512,2025-11-04,Manchester,Assembly,Alpha,165,163,3,26,11.91,1,1028.26,2071.58,OK
TXN-00513,2025-09-17,Sheffield,Assembly,Beta,145,166,1,18,9.83,0,873.64,1373.04,OK
TXN-00514,2025-05-25,Sheffield,Assembly,Beta,167,161,4,23,13.8,1,1015.74,1680.11,OK
TXN-00515,2026-05-16,Manchester,Assembly,Delta,147,154,3,17,13.22,1,1131.9,1519.02,OK
TXN-00516,2025-05-19,Leeds,Assembly,Beta,150,140,2,19,11.27,1,1047.36,1536.96,OK
TXN-00517,2025-07-03,Nottingham,Quality,Delta,89,107,1,14,6.88,0,697.7,1114.12,OK
TXN-00518,2025-06-27,Sheffield,Assembly,Alpha,107,117,4,34,6.83,1,815.11,1246.5,OK
TXN-00519,2026-02-06,Sheffield,Dispatch,Gamma,164,146,3,4,13.37,1,1033.46,1886.23,OK
TXN-00520,2025-08-01,Sheffield,Packing,Alpha,75,99,0,10,4.65,0,558.45,942.41,OK
TXN-00521,2025-04-01,Leeds,Assembly,Alpha,135,122,3,28,10.52,1,915.37,1519.48,OK
TXN-00522,2025-02-05,Leeds,Assembly,Gamma,163,158,3,25,11.87,1,1186.98,1570.67,OK
TXN-00523,2025-08-09,Leeds,Quality,Beta,140,124,1,18,13.05,1,854.47,1726.87,OK
TXN-00524,2025-03-01,Sheffield,Quality,Alpha,63,74,1,2,5.18,0,375.29,685.26,OK
TXN-00525,2025-06-25,Leeds,Packing,Delta,87,70,1,16,5.62,1,641.17,979.64,OK
TXN-00526,2026-05-30,Nottingham,Assembly,Delta,111,109,1,18,9.21,1,700.39,1015.31,OK
TXN-00527,2025-05-29,Sheffield,Quality,Alpha,195,166,6,15,15.09,1,1019.59,2002.59,OK
TXN-00528,2025-04-01,Nottingham,Assembly,Beta,86,76,0,13,6.72,1,516.29,1090.19,OK
TXN-00529,2025-09-18,Sheffield,Dispatch,Beta,160,155,2,3,14.56,1,1035.86,1944.15,OK
TXN-00530,2025-04-12,Nottingham,Assembly,Alpha,81,72,0,34,4.89,1,575.13,741.96,OK
TXN-00531,2025-06-09,Manchester,Dispatch,Beta,129,125,1,8,8.98,1,906.94,1099.05,OK
TXN-00532,2025-12-02,Sheffield,Quality,Beta,116,130,4,60,8.76,0,739.13,1461.29,OK
TXN-00533,2025-02-25,Leeds,Assembly,Delta,97,88,2,25,5.43,1,610.13,1185.37,OK
TXN-00534,2025-05-24,Sheffield,Packing,Delta,219,176,5,3,18.36,1,1599.04,2008.01,OK
TXN-00535,2025-07-14,Sheffield,Dispatch,Delta,178,170,6,20,13.7,1,1208.3,1691.98,OK
TXN-00536,2025-08-07,Manchester,Dispatch,Alpha,79,85,4,1,5.56,1,452.4,905.77,OK
TXN-00537,2026-02-20,Leeds,Assembly,Gamma,97,93,2,12,8.25,1,738.96,1102.02,OK
TXN-00538,2025-07-09,Manchester,Assembly,Delta,47,73,3,36,3.63,0,403.57,578.13,OK
TXN-00539,2025-06-19,Manchester,Quality,Gamma,98,112,3,35,6.64,0,699.2,1182.96,OK
TXN-00540,2025-09-20,Nottingham,Assembly,Gamma,112,151,3,20,7.22,0,860.37,1293.59,OK
TXN-00541,2025-11-07,Sheffield,Dispatch,Alpha,152,152,2,5,11.05,1,1134.59,1922.36,OK
TXN-00542,2025-07-08,Nottingham,Packing,Gamma,79,91,3,20,6.51,0,437.15,762.38,OK
TXN-00543,2025-01-06,Sheffield,Quality,Gamma,188,143,1,16,14.39,1,1347.57,1909.4,OK
TXN-00544,2025-11-16,Nottingham,Assembly,Alpha,65,91,1,21,5.83,0,462.76,660.95,OK
TXN-00545,2025-02-15,Manchester,Quality,Delta,189,169,9,2,15.96,1,997.38,1842.3,OK
TXN-00546,31/13/2025,Sheffield,Quality,Gamma,86,91,1,42,5.61,0,690.07,745.61,OK
TXN-00547,2025-11-06,Sheffield,Quality,Alpha,148,139,2,8,10.2,1,866.22,1556.63,OK
TXN-00548,2025-03-24,Manchester,Packing,Alpha,96,81,3,21,6.81,1,748.33,1118.19,OK
TXN-00549,2025-09-18,Sheffield,Assembly,Delta,102,146,4,26,4.8,0,568.9,964.77,OK
TXN-00550,2025-04-13,Nottingham,Dispatch,Beta,185,162,5,16,13.1,1,936.64,2216.58,OK
TXN-00551,2025-04-02,Leeds,Packing,Alpha,93,79,1,1,7.47,1,503.83,1063.75,OK
TXN-00552,2026-05-20,Sheffield,Packing,Delta,191,172,4,3,13.55,1,954.73,1691.84,OK
TXN-00553,2026-01-25,Sheffield,Assembly,Alpha,165,150,7,16,13.24,1,983.21,1667.46,OK
TXN-00554,2025-12-12,Sheffield,Packing,Beta,168,179,6,5,12.23,1,1094.47,1458.51,OK
TXN-00555,2025-11-26,Nottingham,Packing,Gamma,101,114,0,2,9.76,0,755.33,1032.84,OK
TXN-00556,2025-06-01,Leeds,Quality,Alpha,139,114,8,0,9.94,1,1040.22,1458.85,OK
TXN-00557,2025-03-29,Leeds,Packing,Gamma,178,171,3,4,13.07,1,1157.95,1521.76,OK
TXN-00558,2025-06-24,Nottingham,Quality,Beta,120,101,3,11,7.97,1,884.84,1045.05,OK
TXN-00559,2026-05-03,Sheffield,Quality,Delta,165,151,1,13,14.14,1,1046.7,1692.65,OK
TXN-00560,2025-05-18,Nottingham,Dispatch,Delta,117,129,0,4,8.63,1,749.43,1404.81,OK
TXN-00561,2025-01-27,Sheffield,Dispatch,Beta,83,75,1,5,7.5,1,605.41,1043.45,OK
TXN-00562,2026-02-21,Sheffield,Dispatch,Gamma,133,105,1,5,10.0,1,736.82,1548.91,OK
TXN-00563,2025-07-03,Leeds,Packing,Gamma,92,114,1,22,7.07,0,674.04,1163.82,OK
TXN-00564,2025-06-08,Nottingham,Assembly,Alpha,79,74,2,28,6.66,1,643.87,925.12,OK
TXN-00565,2025-03-05,Manchester,Quality,Gamma,159,108,5,4,13.56,1,1035.52,1423.41,OK
TXN-00566,2025-06-05,Sheffield,Packing,Delta,138,158,3,3,8.49,0,907.07,1235.48,OK
TXN-00567,2025-12-24,Manchester,Assembly,Beta,121,125,4,13,7.42,1,651.47,1127.31,OK
TXN-00568,2025-06-21,Manchester,Dispatch,Alpha,124,172,5,7,8.18,0,665.93,1141.21,OK
TXN-00569,2025-10-28,Manchester,Packing,Gamma,110,144,3,8,8.52,0,694.88,1308.14,OK
TXN-00570,2026-01-30,Sheffield,Assembly,Beta,180,146,5,16,15.15,1,1197.63,2133.11,OK
TXN-00571,2026-01-04,Sheffield,Dispatch,Gamma,232,175,8,20,17.15,1,1607.03,2468.28,OK
TXN-00572,2025-06-09,Manchester,Packing,Gamma,134,132,3,7,8.38,1,657.11,1229.77,OK
TXN-00573,2025-01-24,Manchester,Packing,Alpha,158,169,3,1,11.25,1,953.65,1491.71,OK
TXN-00574,2025-01-10,Sheffield,Packing,Delta,162,159,0,16,11.29,1,1187.24,1384.94,OK
TXN-00575,2025-03-07,Leeds,Packing,Delta,81,83,3,3,8.43,1,438.19,930.08,OK
TXN-00576,2025-06-18,Nottingham,Assembly,Gamma,171,162,4,22,12.97,1,1177.68,1605.8,OK
TXN-00577,2025-02-19,Sheffield,Assembly,Beta,196,167,3,33,16.07,1,1088.05,1991.05,OK
TXN-00578,2026-04-14,Sheffield,Packing,Gamma,82,85,2,48,5.31,0,506.27,977.3,OK
TXN-00579,2026-02-05,Manchester,Dispatch,Delta,172,159,5,14,13.01,1,1093.59,2083.64,OK
TXN-00580,2025-07-12,Nottingham,Assembly,Alpha,67,102,1,34,5.05,0,509.57,614.42,OK
TXN-00581,2025-05-20,Leeds,Packing,Alpha,151,164,2,1,13.05,1,997.22,1291.9,OK
TXN-00582,2025-01-02,Sheffield,Packing,Beta,164,157,3,5,11.05,1,842.7,1541.38,OK
TXN-00583,2025-08-25,Nottingham,Assembly,Alpha,57,70,2,19,2.13,0,435.39,701.81,OK
TXN-00584,2025-03-01,Nottingham,Assembly,Beta,82,70,3,18,6.08,1,418.92,1036.57,OK
TXN-00585,2025-10-07,Leeds,Assembly,Beta,120,124,2,21,9.66,1,682.97,1363.72,OK
TXN-00586,2025-02-15,Nottingham,Quality,Alpha,77,79,2,4,6.58,1,562.88,806.4,OK
TXN-00587,2025-01-05,Sheffield,Assembly,Alpha,155,170,7,17,13.97,1,949.79,1706.31,OK
TXN-00588,2026-04-27,Nottingham,Quality,Alpha,222,179,3,13,18.12,1,1187.24,2828.48,OK
TXN-00589,2026-03-07,Manchester,Assembly,Gamma,194,173,5,44,14.27,0,1492.19,1872.18,OK
TXN-00590,2025-01-12,Leeds,Assembly,Gamma,195,173,1,36,14.3,0,1310.56,1794.49,OK
TXN-00591,2025-10-31,Nottingham,Dispatch,Gamma,117,106,4,23,9.06,1,866.27,1146.77,OK
TXN-00592,2026-05-02,Manchester,Assembly,Gamma,162,151,6,31,12.88,1,1146.97,2031.81,OK
TXN-00593,2026-03-21,Leeds,Packing,Beta,161,139,2,24,13.41,1,1263.65,1683.78,OK
TXN-00594,2025-08-20,Manchester,Packing,Beta,116,120,1,11,8.91,1,706.84,1210.35,OK
TXN-00595,2025-04-20,Manchester,Quality,Alpha,83,71,4,7,5.36,1,540.66,812.25,OK
TXN-00596,2025-09-10,Manchester,Quality,Beta,57,82,3,9,4.35,0,433.35,688.15,OK
TXN-00597,2026-02-13,Nottingham,Quality,Beta,161,137,4,13,12.51,1,1140.13,1679.74,OK
TXN-00598,2026-01-02,Leeds,Assembly,Delta,137,121,4,23,9.64,1,1004.1,1223.15,OK
TXN-00599,2025-03-06,Leeds,Assembly,Beta,85,103,1,23,7.19,0,522.23,841.54,OK
TXN-00600,2026-04-28,Manchester,Dispatch,Gamma,179,175,5,25,13.35,1,956.71,1803.7,OK
TXN-00601,2026-05-16,Nottingham,Dispatch,Gamma,95,102,1,11,8.19,1,727.06,849.79,OK
TXN-00602,2025-12-18,Nottingham,Quality,Beta,92,73,2,9,6.49,1,686.87,884.61,OK
TXN-00603,2025-01-15,Manchester,Dispatch,Beta,125,161,9,12,9.46,0,730.7,1213.66,OK
TXN-00604,2025-07-09,Nottingham,Quality,Beta,104,114,2,7,7.25,1,521.87,1099.67,OK
TXN-00605,2025-04-23,Nottingham,Assembly,Delta,159,164,2,13,12.49,1,1009.47,1593.74,OK
TXN-00606,2025-11-19,Manchester,Dispatch,Beta,168,172,7,4,11.94,1,840.16,1510.98,OK
TXN-00607,2025-02-28,Sheffield,Assembly,Alpha,92,71,3,23,7.47,1,488.33,874.61,OK
TXN-00608,2025-12-12,Leeds,Packing,Beta,140,139,1,5,10.62,1,684.98,1335.0,OK
TXN-00609,2026-03-19,Sheffield,Quality,Delta,166,167,2,8,13.53,1,906.4,1915.78,OK
TXN-00610,2026-03-26,Sheffield,Packing,Alpha,151,127,4,0,12.04,1,859.1,1358.74,OK
TXN-00611,2026-05-24,Sheffield,Quality,Delta,169,171,2,8,12.72,1,858.75,2011.22,OK
TXN-00612,2025-09-05,Manchester,Dispatch,Beta,155,134,2,8,11.21,1,936.91,1654.09,OK
TXN-00613,2026-03-28,Nottingham,Assembly,Delta,179,165,5,38,15.69,0,1023.64,1928.92,OK
TXN-00614,2025-05-04,Sheffield,Packing,Delta,162,179,4,7,14.4,1,1031.58,1843.23,OK
TXN-00615,2025-10-26,,Quality,Gamma,81,87,2,12,7.24,1,466.94,740.45,OK
TXN-00616,2025-01-12,Leeds,Quality,Beta,94,111,2,3,7.08,0,714.69,958.17,OK
TXN-00617,2025-04-18,Sheffield,Dispatch,Alpha,86,80,1,1,5.98,1,454.52,1080.52,OK
TXN-00618,2025-11-03,Sheffield,Packing,Gamma,120,112,1,3,7.76,1,864.84,1033.86,OK
TXN-00619,2026-01-11,Manchester,Packing,Delta,157,174,1,20,12.14,1,905.6,1669.5,OK
TXN-00620,2026-05-13,Nottingham,Assembly,Gamma,133,119,3,30,8.86,1,846.39,1222.64,OK
TXN-00621,2025-11-10,Leeds,Quality,Beta,117,125,0,6,8.61,1,591.79,1265.75,OK
TXN-00622,2025-05-07,,Packing,Beta,128,136,3,18,8.5,1,660.4,1627.09,OK
TXN-00623,2026-02-03,Nottingham,Quality,Delta,127,109,3,13,10.04,1,823.87,1218.14,OK
TXN-00624,2026-03-11,Leeds,Quality,Gamma,85,82,1,30,4.58,1,554.6,959.95,OK
TXN-00625,2025-09-06,Sheffield,Packing,Beta,178,177,4,11,12.65,1,992.21,2254.71,OK
TXN-00626,2025-08-10,Leeds,Quality,Beta,156,125,4,1,13.31,1,996.48,1756.09,OK
TXN-00627,2025-06-30,Sheffield,Assembly,Delta,114,104,3,14,8.14,1,880.91,1337.13,OK
TXN-00628,2026-02-22,Leeds,Dispatch,Delta,144,153,5,5,9.96,1,827.56,1637.58,OK
TXN-00629,2026-03-08,Sheffield,Packing,Delta,179,155,2,4,16.75,1,1272.57,2051.03,OK
TXN-00630,2025-09-18,Nottingham,Packing,Delta,82,118,1,11,7.2,0,589.84,799.24,OK
TXN-00631,2025-05-22,Sheffield,Assembly,Beta,175,154,1,19,11.53,1,1022.46,1629.64,OK
TXN-00632,2025-09-26,Leeds,Quality,Delta,176,176,3,5,13.28,1,1148.01,1859.84,OK
TXN-00633,2025-05-25,Leeds,Packing,Beta,190,164,3,26,14.83,1,1089.26,2322.31,OK
TXN-00634,2025-02-25,Sheffield,Packing,Alpha,69,71,0,11,5.4,1,376.17,834.69,OK
TXN-00635,2025-08-20,Leeds,Packing,Gamma,113,103,2,40,7.61,0,888.74,973.01,OK
TXN-00636,2025-04-30,Sheffield,Assembly,Delta,170,148,4,14,12.95,1,870.5,2038.02,OK
TXN-00637,2025-06-23,Nottingham,Quality,Alpha,130,119,3,20,10.91,1,930.18,1526.87,OK
TXN-00638,2025-09-18,Sheffield,Dispatch,Gamma,56,72,1,3,5.16,0,360.47,666.68,OK
TXN-00639,2025-10-20,Nottingham,Packing,Beta,96,102,2,16,6.48,1,599.63,1213.03,OK
TXN-00640,2025-11-11,Sheffield,Dispatch,Gamma,93,102,0,6,8.48,1,705.11,942.43,OK
TXN-00641,2025-07-11,Leeds,Dispatch,Delta,126,157,3,7,7.98,0,847.07,1505.34,OK
TXN-00642,2025-05-02,Nottingham,Quality,Beta,199,169,4,15,15.27,1,1059.02,2491.67,OK
TXN-00643,2025-08-08,Sheffield,Quality,Beta,77,80,0,14,7.1,1,444.73,816.91,OK
TXN-00644,2026-05-13,Manchester,Assembly,Alpha,110,104,2,34,8.14,1,871.18,1374.49,OK
TXN-00645,2025-02-12,Manchester,Assembly,Beta,148,135,3,22,11.69,1,1096.83,1432.1,OK
TXN-00646,2025-10-04,Leeds,Assembly,Beta,180,147,5,12,14.03,1,983.39,1635.98,OK
TXN-00647,2025-04-28,Sheffield,Quality,Gamma,139,146,3,9,8.48,1,751.91,1394.32,OK
TXN-00648,2026-01-28,Sheffield,Assembly,Alpha,200,170,4,12,12.99,1,1402.81,2516.71,OK
TXN-00649,2026-01-24,Sheffield,Quality,Delta,130,127,0,5,8.88,1,660.18,1290.33,OK
TXN-00650,2025-09-01,Leeds,Assembly,Alpha,155,160,3,19,10.76,1,813.54,1761.17,OK
TXN-00651,2025-02-02,Leeds,Quality,Gamma,185,145,4,17,13.84,1,1089.62,2122.72,OK
TXN-00652,2026-01-24,Leeds,Assembly,Gamma,130,133,5,31,10.31,1,941.37,1558.14,OK
TXN-00653,2025-01-26,,Assembly,Delta,130,133,4,15,11.37,1,807.33,1508.22,OK
TXN-00654,2025-06-20,Nottingham,Quality,Gamma,94,96,4,19,5.95,1,692.07,898.36,OK
TXN-00655,2025-03-17,Manchester,Dispatch,Delta,192,171,7,10,13.22,1,1221.81,2086.34,OK
TXN-00656,2025-01-12,Manchester,Assembly,Alpha,115,113,4,17,7.83,1,810.92,1234.88,OK
TXN-00657,2025-07-22,Leeds,Assembly,Gamma,100,89,5,13,8.98,1,767.32,1052.36,OK
TXN-00658,2026-02-27,Leeds,Assembly,Beta,225,177,4,12,19.35,1,1306.53,2221.34,OK
TXN-00659,2025-07-10,Manchester,Assembly,Delta,120,145,2,12,9.96,0,763.26,1286.41,OK
TXN-00660,2025-08-24,Manchester,Assembly,Alpha,124,120,3,22,9.1,1,927.52,1455.67,OK
TXN-00661,2025-03-06,Sheffield,Dispatch,Delta,176,156,4,2,13.77,1,1292.93,1750.42,OK
TXN-00662,2025-05-04,Manchester,Assembly,Delta,missing,97,1,20,5.82,0,495.9,986.89,OK
TXN-00663,2025-09-18,Manchester,Packing,Beta,161,143,4,25,11.21,1,1246.45,1531.29,OK
TXN-00664,2025-06-10,Sheffield,Quality,Beta,115,118,5,22,8.5,1,843.67,1397.46,OK
TXN-00665,2025-09-22,Manchester,Packing,Beta,94,124,1,10,6.72,0,638.32,972.64,OK
TXN-00666,2026-01-14,Sheffield,Dispatch,Gamma,134,159,4,47,10.46,0,904.56,1312.54,OK
TXN-00667,2026-01-17,Nottingham,Assembly,Beta,118,108,0,12,9.24,1,891.76,1300.76,OK
TXN-00668,2025-07-01,Nottingham,Quality,Alpha,95,106,1,10,7.85,0,552.53,995.7,OK
TXN-00669,2025-11-03,Sheffield,Assembly,Beta,101,127,1,26,7.14,0,562.32,1278.29,OK
TXN-00670,2025-08-24,Sheffield,Assembly,Delta,78,83,0,31,6.7,1,597.43,751.38,OK
TXN-00671,2026-03-15,Leeds,Dispatch,Beta,98,90,2,4,5.99,1,700.5,1119.9,OK
TXN-00672,2026-03-07,Sheffield,Quality,Beta,100,89,2,8,7.42,1,677.13,942.35,OK
TXN-00673,2025-08-24,Sheffield,Packing,Gamma,154,161,4,9,11.71,1,904.51,1812.87,OK
TXN-00674,2026-02-01,Nottingham,Packing,Gamma,79,79,3,12,4.51,1,460.35,925.24,OK
TXN-00675,2026-02-13,Nottingham,Packing,Beta,126,117,4,4,10.34,1,802.02,1324.6,OK
TXN-00676,2026-01-11,Manchester,Assembly,Gamma,141,145,6,45,9.79,0,1082.98,1513.82,OK
TXN-00677,2025-11-19,Leeds,Quality,Gamma,86,103,0,14,6.53,0,456.04,949.03,OK
TXN-00678,2026-03-19,Leeds,Quality,Beta,193,161,4,11,13.48,1,1007.32,2050.44,OK
TXN-00679,2025-01-13,Nottingham,Assembly,Alpha,95,78,4,12,6.43,1,705.59,938.74,OK
TXN-00680,2025-03-01,Leeds,Packing,Delta,194,161,1,23,16.03,1,1124.76,2438.14,OK
TXN-00681,2025-07-02,Sheffield,Dispatch,Delta,148,155,4,23,10.34,1,938.23,1652.32,OK
TXN-00682,2026-03-27,Nottingham,Dispatch,Alpha,118,112,3,12,8.2,1,604.85,1069.29,OK
TXN-00683,2025-06-17,Sheffield,Dispatch,Alpha,82,78,0,16,4.07,1,546.76,1023.02,OK
TXN-00684,2026-02-26,,Quality,Gamma,86,99,4,4,4.66,0,608.24,1076.28,OK
TXN-00685,2025-09-05,Nottingham,Packing,Alpha,113,159,4,6,10.05,0,790.29,1171.96,OK
TXN-00686,2026-04-26,Nottingham,Assembly,Delta,120,115,1,30,6.81,1,876.36,1186.85,OK
TXN-00687,2025-11-14,Sheffield,Packing,Alpha,76,97,6,15,4.75,0,489.85,685.38,OK
TXN-00688,2026-03-13,Sheffield,Dispatch,Gamma,102,93,3,5,7.18,1,705.53,939.65,OK
TXN-00689,2025-11-20,Manchester,Assembly,Delta,129,118,4,20,9.77,1,897.79,1136.15,OK
TXN-00690,2025-08-15,Sheffield,Assembly,Delta,75,81,0,22,4.24,1,442.21,691.2,OK
TXN-00691,2025-06-09,Sheffield,Quality,Alpha,102,107,1,47,9.19,0,596.09,1148.16,OK
TXN-00692,2025-11-09,Leeds,Quality,Beta,97,95,2,17,8.81,1,558.59,930.4,OK
TXN-00693,2025-10-26,Sheffield,Packing,Alpha,121,147,1,10,10.92,0,886.7,1049.8,OK
TXN-00694,2025-10-07,Leeds,Dispatch,Alpha,72,79,1,9,3.85,1,481.18,745.04,OK
TXN-00695,2025-12-08,Leeds,Assembly,Delta,77,74,2,12,7.51,1,476.19,797.8,OK
TXN-00696,2025-05-02,Manchester,Quality,Alpha,180,164,2,15,12.64,1,954.82,1650.05,OK
TXN-00697,2025-10-05,Manchester,Quality,Gamma,119,133,6,13,10.26,0,642.53,1491.26,OK
TXN-00698,2025-04-14,Sheffield,Dispatch,Delta,79,74,2,24,8.16,1,629.2,872.48,OK
TXN-00699,2025-06-18,Nottingham,Dispatch,Beta,76,85,2,11,5.3,0,510.96,803.3,OK
TXN-00700,2025-09-01,Sheffield,Quality,Alpha,90,102,0,9,7.08,0,470.93,1092.29,OK
TXN-00701,2025-12-11,Manchester,Assembly,Beta,125,115,3,19,10.82,1,770.93,1097.82,OK
TXN-00702,2026-04-30,Sheffield,Packing,Gamma,109,111,2,48,9.07,0,947.96,1095.67,OK
TXN-00703,2025-11-19,Sheffield,Quality,Alpha,63,101,1,3,4.22,0,394.12,578.31,OK
TXN-00704,2025-10-08,Manchester,Quality,Alpha,173,175,1,14,14.66,1,1328.11,1756.04,OK
TXN-00705,2026-05-19,Nottingham,Packing,Delta,121,101,6,3,9.48,1,852.36,1461.49,OK
TXN-00706,2025-05-16,Nottingham,Assembly,Beta,153,169,2,15,10.56,1,1086.5,1578.33,OK
TXN-00707,2026-03-20,Manchester,Packing,Beta,177,148,4,2,14.33,1,1214.41,1857.2,OK
TXN-00708,2025-12-23,Leeds,Packing,Beta,117,127,0,2,9.09,1,776.18,1091.34,OK
TXN-00709,2026-01-03,,Dispatch,Beta,87,83,2,8,7.15,1,599.02,933.05,OK
TXN-00710,2026-01-02,Nottingham,Assembly,Alpha,147,127,1,28,11.23,1,982.68,1836.33,OK
TXN-00711,2026-02-03,Leeds,Dispatch,Beta,87,78,2,12,5.34,1,564.26,997.38,OK
TXN-00712,2025-03-03,Manchester,Quality,Alpha,178,145,2,11,13.92,1,980.17,2022.35,OK
TXN-00713,2026-05-22,Sheffield,Assembly,Beta,113,111,2,42,8.11,0,725.32,1288.41,OK
TXN-00714,2025-08-16,Manchester,Assembly,Gamma,115,127,5,34,10.5,1,730.09,1111.78,OK
TXN-00715,2025-10-23,Nottingham,Quality,Alpha,132,147,2,25,8.95,0,805.16,1211.57,OK
TXN-00716,2025-04-13,Sheffield,Packing,Alpha,151,155,6,29,10.69,1,857.19,1440.53,OK
TXN-00717,2026-03-17,Manchester,Packing,Beta,100,94,2,1,6.88,1,516.33,952.34,OK
TXN-00718,2025-03-25,Sheffield,Quality,Alpha,84,79,0,10,6.84,1,649.11,725.16,OK
TXN-00719,2025-01-23,Manchester,Dispatch,Gamma,188,168,9,17,13.82,1,1009.96,2387.27,OK
TXN-00720,2025-09-12,Nottingham,Quality,Gamma,63,83,1,16,3.53,0,497.81,643.66,OK
TXN-00721,2026-04-18,Nottingham,Packing,Alpha,98,93,0,3,8.89,1,745.76,1042.73,OK
TXN-00722,2025-02-17,Sheffield,Dispatch,Gamma,98,107,2,20,7.47,1,627.13,1191.0,OK
TXN-00723,2025-02-06,Sheffield,Assembly,Gamma,151,179,0,21,10.29,0,911.8,1562.13,OK
TXN-00724,2025-06-02,Leeds,Assembly,Alpha,123,145,2,14,10.01,0,786.77,1324.48,OK
TXN-00725,2025-07-18,Sheffield,Packing,Alpha,130,157,2,4,9.22,0,852.44,1202.99,OK
TXN-00726,2026-03-09,Leeds,Assembly,Delta,131,138,2,15,8.83,1,859.72,1422.95,OK
TXN-00727,2025-02-14,Sheffield,Assembly,Delta,165,130,2,19,13.2,1,1272.55,2087.86,OK
TXN-00728,2025-10-08,Sheffield,Dispatch,Delta,76,78,4,9,6.15,1,503.9,957.35,OK
TXN-00729,2026-05-24,Leeds,Packing,Gamma,169,155,2,8,12.97,1,1117.46,1508.39,OK
TXN-00730,2025-08-10,Leeds,Assembly,Alpha,68,71,0,13,5.69,1,381.98,855.58,OK
TXN-00731,2025-01-01,Sheffield,Quality,Delta,111,122,0,5,8.96,1,586.0,1296.58,OK
TXN-00732,2025-10-25,Leeds,Dispatch,Delta,103,98,0,2,7.6,1,524.55,911.19,OK
TXN-00733,2025-09-15,Nottingham,Quality,Delta,120,144,3,14,7.31,0,836.74,1235.91,OK
TXN-00734,2025-02-01,Leeds,Quality,Beta,148,148,4,2,11.74,1,881.59,1371.92,OK
TXN-00735,2025-10-26,Leeds,Assembly,Delta,63,70,2,17,5.39,1,379.5,783.16,OK
TXN-00736,2026-01-08,Sheffield,Packing,Beta,84,93,1,1,5.16,1,573.27,952.61,OK
TXN-00737,2025-11-15,Nottingham,Dispatch,Alpha,119,163,2,15,10.38,0,828.73,1462.84,OK
TXN-00738,2025-10-12,Leeds,Packing,Alpha,137,137,3,15,11.74,1,781.92,1243.96,OK
TXN-00739,2026-04-17,Leeds,Quality,Beta,108,96,3,19,6.28,1,637.33,1037.59,OK
TXN-00740,2025-06-07,Nottingham,Assembly,Delta,185,172,3,32,13.09,1,1312.62,2161.08,OK
TXN-00741,2026-02-17,Manchester,Dispatch,Beta,100,92,3,5,7.46,1,500.91,915.54,OK
TXN-00742,2025-03-23,Manchester,Quality,Gamma,80,77,1,7,7.34,1,543.98,687.41,OK
TXN-00743,2026-02-14,Nottingham,Assembly,Alpha,91,89,1,34,8.28,1,754.72,917.11,OK
TXN-00744,2025-01-10,Sheffield,Packing,Beta,121,136,7,9,9.97,0,745.31,1156.19,OK
TXN-00745,2025-05-27,Sheffield,Assembly,Beta,171,152,3,31,13.97,1,1050.83,2065.99,OK
TXN-00746,2025-06-30,Sheffield,Packing,Beta,196,174,4,11,15.12,1,1431.61,2427.23,OK
TXN-00747,2025-05-25,Manchester,Quality,Gamma,120,114,1,21,9.15,1,634.93,1484.2,OK
TXN-00748,2025-05-30,Leeds,Packing,Alpha,95,106,4,7,9.27,0,533.86,1192.04,OK
TXN-00749,2025-06-24,Manchester,Assembly,Gamma,197,162,4,14,15.69,1,1436.33,2358.23,OK
TXN-00750,2025-07-28,Nottingham,Assembly,Alpha,153,164,5,11,12.85,1,914.5,1790.49,OK
TXN-00751,2026-05-25,Sheffield,Dispatch,Alpha,164,178,0,28,13.79,1,1214.64,1833.85,OK
TXN-00752,2026-05-11,Sheffield,Packing,Beta,110,94,1,4,8.28,1,667.72,1226.48,OK
TXN-00753,2025-01-25,Manchester,Quality,Alpha,104,96,3,11,6.64,1,779.13,1053.14,OK
TXN-00754,2025-06-18,Nottingham,Quality,Delta,128,119,2,8,9.41,1,837.74,1301.88,OK
TXN-00755,2025-11-27,Manchester,Quality,Alpha,70,91,2,4,4.59,0,519.48,607.67,OK
TXN-00756,2025-01-25,Leeds,Assembly,Delta,139,144,2,40,11.46,0,961.88,1229.27,OK
TXN-00757,2025-06-27,Sheffield,Packing,Alpha,91,107,1,4,7.4,0,606.78,938.85,OK
TXN-00758,2025-08-13,Manchester,Assembly,Gamma,99,112,3,25,7.4,0,783.76,1191.71,OK
TXN-00759,2025-10-23,Nottingham,Dispatch,Alpha,127,120,0,38,11.37,0,860.85,1235.34,OK
TXN-00760,2025-01-02,Nottingham,Quality,Alpha,162,157,7,7,11.92,1,1021.99,2016.7,OK
TXN-00761,2026-01-07,Manchester,Dispatch,Gamma,93,103,2,11,6.2,1,660.1,1034.74,OK
